"Word","AoA","Concr","Freq","CD","Dom_Pos","OLD20","len","FpM","LNC","rLNC","VC","J","rVC","rJ"
"abortion",13.21,3.41,369,155,"Noun",49,8,126.703539600691,9.9113027360462,6.98685308857809,6.46026332676411,0.543414918414918,5.12306071072817,0.334459778360928
"abound",11.65,2.27,18,16,"Verb",37,6,170.630099481519,13.5818566547542,10.0245484294103,12.6445962190628,1.84672529062644,5.53386688232422,0.448412698412698
"abreast",13.06,2.23,26,25,"Adjective",52,7,51.9917661759001,13.9018939481042,11.0289977723496,11.7506565451622,2.09242956406729,7.84491780400276,1.01155302067156
"abroad",10.15415,2.72,250,203,"Adverb",51,6,621.181382655217,13.3914087725567,9.85909420426257,11.2461771965027,2.04071554033945,5.36223155260086,1.22776791876171
"abrupt",10.95,2.27,58,56,"Adjective",54,6,120.718764417596,13.3261989074758,9.03823699301052,11.5138498842716,2.22162582710755,3.4162345523946,0.145462440295267
"absence",7.7,2.31,322,285,"Noun",54,7,658.838499041474,13.816672115586,10.4215857433301,11.8275270462036,1.81406618861556,6.38472871482372,0.316602635503785
"absent",6.5,2.7,131,111,"Adjective",39,6,309.886296075877,11.5379051091249,7.83037031931176,9.11799675226212,1.18274052157561,3.08586956004729,0.391661737158632
"absentee",11,3.29,18,18,"Noun",55,8,25.0391303683438,12.214121484936,8.03264138772083,8.33588373661041,0.629662127514645,4.20873036235571,0.550199904523213
"absolute",8.53,1.81,577,491,"Adjective",53,8,523.989907861246,14.1437251348454,11.5348243780127,12.3531292676926,1.73682302759601,7.69006550312042,0.78141205042553
"absolutely",7.084934,1.97,5769,3291,"Adverb",73,10,651.299895577308,13.1733638380729,9.32462278439776,11.1179484426975,2.5390025822323,6.10122535121627,0.581341864528728
"absolution",11.71,1.78,48,43,"Noun",54,10,20.6448847274908,14.5398466983292,11.2286730580796,12.3984055519104,4.10439658857428,9.14889505505562,1.96410052695285
"absolve",12.9,1.85,29,25,"Verb",51,7,33.9864669011706,14.2490254611942,11.695866772579,11.9168360829353,1.52298625040004,8.71822732686996,0.428252130891882
"absorb",8.83,3.11,101,92,"Verb",52,6,469.161508818875,13.2493973353063,10.1448384107831,11.1371213793755,2.14490966187906,3.79711135849357,0.437183383991895
"abstain",12.95,2.38,26,19,"Verb",52,7,59.325102805997,13.3449343957457,10.6968875435296,10.1644567549229,0.899915884644182,6.02303072810173,0.506795379267958
"abstinence",12.74,1.72,45,28,"Noun",73,10,43.5859368632559,13.0698039761651,10.8266857777215,9.97273716330528,0.86058381107608,7.17420619726181,0.102891156462585
"abstract",11.47,1.45,111,82,"Adjective",53,8,276.535254153133,14.201449867648,10.5284920395941,11.4527803063393,2.22703292657944,8.68056359887123,1.27946082852178
"abstraction",13.65,1.57,15,11,"Noun",55,11,100.329554941038,13.5996990476517,10.2602589182225,10.4027435779572,1.67803998033022,7.3864613249898,0.595823414724564
"absurd",10.5,1.64,495,397,"Adjective",53,6,308.811761172097,14.2539258764582,11.1265233741831,12.5247204303741,2.79900369505409,9.02078565955162,1.06733451699622
"absurdity",13.21,1.25,32,31,"Noun",72,9,124.178137465906,14.2869490736787,10.849185244276,12.2110360860825,2.61663810169217,9.47594606876373,1.85967377265158
"abundance",10.45,2.21,45,41,"Noun",68,9,206.395876507815,14.038715818369,10.8994524288794,12.2149671912193,3.20923635352645,9.95708972215652,0.681514449751532
"abundant",12.84,2.83,29,26,"Adjective",62,8,250.661843491632,14.0460670613803,11.6410118808095,12.4814454317093,3.18474720439287,6.92964549362659,0.434578086553771
"abuse",8.61,2.71,523,409,"Noun",35,5,525.860872348073,14.2011358452119,11.7926893458781,11.5586520433426,2.2944176756625,7.38751894235611,0.905613447216992
"abusive",9.58,2.55,83,81,"Adjective",56,7,25.4656522104064,12.7806211811747,8.94610951521676,9.26092833280563,1.1748338501351,7.37837435118854,0.354700390794616
"abyss",11,3.07,90,67,"Noun",40,5,92.372177832932,14.480280637058,11.2372675309285,12.9739478826523,4.25837341487177,8.92195400595665,1.04295448581534
"academic",9.74,2.11,238,181,"Adjective",51,8,261.930797130214,13.969642370297,10.2007646889155,11.7060241103172,2.62665936244995,9.5602134168148,2.0092611550593
"accelerate",10.74,3.48,65,53,"Verb",61,10,103.4695356319,14.0650649716305,10.8750448617517,12.7831968069077,3.56102090369825,7.01658846437931,1.1758776478943
"accent",8.6,3.26,621,447,"Noun",37,6,329.717830828074,13.3156516103546,8.99880515474779,11.9559692144394,3.16763466080349,7.75049340724945,3.13047322544003
"accept",6.74,3.03,2692,1861,"Verb",44,6,1809.12683461098,14.3250030169974,11.5172640734347,12.442231297493,4.04198346708171,9.63830059766769,0.936047034380603
"acceptable",9.84,1.93,269,243,"Adjective",66,10,174.609622977341,13.3991698727697,10.7792780037448,10.0163386464119,1.65726748749268,6.89327371120453,0.122448979591837
"acceptance",8.56,2.21,161,140,"Noun",71,10,228.444637440018,13.6445544226484,11.460713093083,11.1442825198174,2.51221735081833,6.58223103731871,0.333441887393255
"access",9.1,2.71,1615,923,"Noun",40,6,391.420457462776,13.739924129391,10.5500414733892,11.7996325492859,3.23345037974738,3.80254100263119,0.532596371882086
"accessible",9.94,1.8,56,50,"Adjective",74,10,111.066107916846,13.7572747200434,11.0043335012113,12.2308048009872,3.23209925308621,7.11501960456371,0.621555446667777
"accessory",11.15,4.1,147,125,"Noun",63,9,83.5875930413054,10.928756446295,7.11941874840116,9.33487591147423,1.86858513368075,5.2590157976374,0.579827243126969
"accident",5.3,3.26,4146,2180,"Noun",51,8,745.456423399443,14.0988343002061,10.4437784304426,12.3319876790047,3.4855424716457,6.36013877391815,0.288265306122449
"accidental",6.75,2.17,153,134,"Adjective",59,10,133.37950516524,13.5990157133965,10.3742345190739,11.8716287016869,2.12081667193005,6.72797873616219,0.435912712437771
"accommodate",9.9,1.86,109,106,"Verb",76,11,174.320599937226,13.5481525360888,9.36418719178165,11.3822521567345,2.62543330312678,5.25014054775238,0.93012054049653
"accommodation",9.58,2.96,48,45,"Noun",76,13,168.188055631489,13.8137864061405,10.045544288361,12.4624304175377,2.90552952916731,6.38145510666072,0.587915415935107
"accompaniment",11.18,2.26,15,13,"Noun",86,13,74.5340500273876,13.9370754740249,10.2032900802629,12.3064826130867,3.25713233453798,8.65266954898834,2.01364752206805
"accompany",10.75,3.07,242,213,"Verb",72,9,933.242708849837,13.6253391787086,8.9402196081878,12.5678421854973,3.54033731266296,4.83229112997651,0.532843967626576
"accomplice",9.78,3.34,216,147,"Noun",71,10,47.9619345239505,14.6034924873212,11.4726148422818,12.9262054562569,3.90425058734468,10.1375489234924,1.69549400269502
"accomplish",7.84,2.33,298,263,"Verb",70,10,771.15708714932,14.212978184421,11.5221506468947,12.5064168572426,3.42552573786941,5.09811156243086,0.334405501330967
"accomplishment",9,2.5,96,87,"Noun",94,14,238.808749488672,13.9800922586143,10.9774240912838,11.1914375424385,2.50149114355815,8.65343132615089,1.39954837663639
"accord",9.65,1.57,83,66,"Noun",47,6,2203.82203029632,13.3567040857631,11.2275695557229,10.7384983897209,1.91323566588454,6.66954991221428,0.333555161194913
"accordance",11.7527,1.54,81,66,"Preposition",74,10,178.403320281955,14.3140805770518,11.63827472188,11.5139269828796,2.3671964852873,8.4327532351017,1.19273642235186
"account",8.26,3.08,2280,1386,"Noun",52,7,2537.75152094991,13.5807654734944,11.4812888173791,11.645049393177,1.92947857540543,5.53078059107065,0.534067882472138
"accountability",12.16,1.55,24,17,"Noun",99,14,36.3395020371296,13.8990940457621,11.3484717923001,10.5159365534782,1.19983591334908,8.74240523576736,0.662371773198389
"accountable",11.7,2.21,72,65,"Adjective",68,11,47.7077769449787,13.5875334346495,11.1493166870139,11.0507284700871,2.10560664538463,6.98501462489367,0.407955899217297
"accrue",14.11,1.61,4,4,"Verb",52,6,49.8896560530766,14.3691863936876,11.0457323918278,12.5671609640121,2.26454662725166,8.9391273856163,1.26936888310286
"accumulate",12.3,3,29,27,"Verb",62,10,251.046556401963,14.2217742420153,11.157076707776,12.4300448894501,3.84263991321647,6.90320324897766,0.743971316556225
"accumulation",10.5,2.97,13,13,"Noun",67,12,122.110825628829,14.1954272204203,11.6541315407484,12.0227109789848,2.7456001357071,7.81781575083733,0.753370407819346
"accuracy",9.71,1.85,76,65,"Noun",72,8,201.100393780471,13.8647993536575,11.2923952941268,12.1531336903572,3.2606801079075,8.44155067205429,0.96465410415326
"accurate",9.44,1.9,400,344,"Adjective",53,8,277.018455677816,14.4832099261232,10.7771737706928,11.9804110527039,4.98427045665418,8.33767864108086,1.30479115973237
"accusation",10.17,2.38,143,128,"Noun",55,10,159.644021875298,14.5885404368544,11.7023464610292,13.5942003130913,3.84574872584993,11.0345613956451,1.54357378521512
"accuse",9.1,2.25,290,233,"Verb",40,6,506.711226264413,14.5014621232467,11.9791706276371,13.2271819114685,3.51903226254449,9.92610323429108,1.64469663753004
"accuser",11.72,3.44,15,12,"Noun",48,7,45.4826602963469,14.4712603834176,11.357780481519,12.6440185308456,2.94663218052991,10.3379167318344,1.69920087402171
"accustom",12,1.48,6,5,"Verb",60,8,305.472074327077,13.3856436804613,9.3591123605267,10.5967011451721,2.02200484666655,5.76134335249662,0.771571786609381
"ache",5.79,3.43,127,113,"Noun",29,4,275.940459486257,14.5067456950627,11.8815944113507,13.1420313119888,4.35997085334153,9.94578891992569,1.25494313064884
"achieve",8.53,2.29,374,317,"Verb",51,7,570.700267250584,13.6207883415651,10.6785394546269,11.4830772280693,2.87952597011593,7.34456273913383,0.926626894976307
"achievement",8.8,2.37,178,159,"Noun",87,11,333.363035578721,14.1510787204014,11.2123233096264,12.5786682963371,3.32046017592045,7.00053980946541,1.1066605363883
"acid",9.6,4.25,508,323,"Noun",33,4,310.612220626873,14.1887308083674,11.2302846015842,12.6174778342247,4.21602645470867,10.4985284805298,2.50262442351027
"acknowledge",9.11,2.03,313,250,"Verb",86,11,725.522499157557,14.4595209225353,11.4515908700522,11.4559730291367,2.86025855787919,8.01726505160332,0.771378141703237
"acknowledgement",9.95,2.62,21,20,"Noun",109,15,15.8333484288144,12.4670363604648,9.31346894597586,8.18375867605209,1.44439598722139,5.4485992770642,0.705793397167125
"acorn",5.95,4.96,37,16,"Noun",37,5,34.3389437857925,14.7471437979881,11.5828174621706,13.425385415554,2.54066438176299,12.2712755799294,1.66272410443247
"acquaintance",10.48,3.41,273,229,"Noun",93,12,622.916547813647,13.6427076274953,10.625321880401,12.5082465410233,2.94704391483938,5.10931172966957,0.578020548897383
"acquiesce",14.25,2.21,3,3,"Verb",71,9,75.4749247149791,14.1158018890871,10.8669742017414,11.7422653436661,3.42384336101303,8.80591830611229,0.995360040969265
"acquire",9.94,2.93,135,123,"Verb",46,7,810.665461307325,14.0371577235571,11.1841429530312,12.1532748937607,3.19448183253638,7.24544325843453,0.555486594884639
"acquisition",13.63,2.6,74,64,"Noun",66,11,198.354492235963,13.7542884376116,11.3346242020838,11.4644631743431,1.9361947245281,6.86036318540573,0.512005974144206
"acquit",13.22,2.13,24,19,"Noun",53,6,85.9352282638848,14.4349175434073,10.9011184725168,12.6886582970619,4.36846659966996,10.189850628376,1.59992719295468
"acquittal",12.39,2.38,37,33,"Noun",72,9,29.9208686011585,14.5287122679496,10.5001152250166,11.7546027898788,4.63715252065701,9.80754464864731,3.62132148646613
"acre",9.8,4.18,93,55,"Noun",34,4,506.314558351346,14.4289231802276,11.6937705578417,13.6819757223129,3.17038645038654,6.81829079985619,0.779213437400301
"act",6.42,2.46,5565,3086,"Verb",21,3,4437.10324065134,13.9397231339483,11.7436573182358,12.4823203086853,2.35756863788179,7.35961145162582,0.438033724127949
"action",6.67,2.86,3115,1857,"Noun",36,6,2753.72764089916,13.7612618052512,11.2005227758706,11.8199543952942,1.67592444419517,6.73085935413837,0.0824829931972789
"active",6.53,3.32,584,464,"Adjective",39,6,813.869056590148,13.6237652987107,10.570020007769,11.9506741762161,2.647918133002,5.05522263050079,0.813416427150404
"activity",6.47,2.72,657,519,"Noun",51,8,1142.97169141153,13.25889085103,11.1903145230164,10.9584628343582,1.64321134680312,6.95777404308319,0.433253137969686
"actor",7.17,4.57,1343,574,"Noun",37,5,493.21718831861,13.371938034324,10.4904944666207,12.4690683484077,3.76177610276494,9.62133228778839,1.5778046204358
"actress",6.17,4.54,817,379,"Noun",46,7,192.733117923656,13.496620165823,10.8465217964661,12.6670354604721,3.27792395086222,7.90054279565811,1.27897767593424
"actual",6.94,2.22,884,706,"Adjective",47,6,756.63053067616,14.3099574157627,12.293249687975,11.65690523386,2.13226739965633,8.56506517529488,0.662495010899266
"actually",7.330045,1.37,16439,5486,"Adverb",50,8,1483.8542817696,13.1754015829744,7.7569759936452,10.8906416594982,2.73161365005988,7.52137576788664,1.54736181307147
"acute",11.6,1.92,150,131,"Adjective",39,5,171.729087003918,12.9578525923181,10.1742110179119,10.9172507822514,1.38650660676939,6.0244514234364,0.76394316591885
"ad",8.22,4.46,694,432,"Noun",20,2,366.672277615798,9.72333054757571,7.6641608956021,7.32985867932439,1.22580626152055,4.51923865405843,0.430744154528349
"adage",16.21,1.86,32,26,"Noun",39,5,18.2857734704483,12.4695349056383,8.19173388903044,10.6547818183899,2.50716293604463,6.17239621514454,0.799944257642704
"adamant",14.29,1.65,50,41,"Adjective",57,7,33.165939748667,2.59173072822833,1.12948699813551,3.80086029786617,0.348853941823415,0.22367525100708,0.142857142857143
"adapt",9,2.41,134,101,"Verb",37,5,360.578828516487,14.0875799688824,11.1023260820494,12.34347230196,2.81727267641078,7.76190878450871,1.21337816387043
"add",5.1,3,1686,1329,"Verb",31,3,3848.98823460264,12.0369419950128,8.74127037774946,11.6728724837303,1.22410887938838,2.8161740116775,0.145462440295267
"addict",11.17,3.14,273,193,"Noun",47,6,99.7352888909977,12.6397347670514,8.86180592420329,10.1242942810059,1.2835962457702,7.75489899516106,0.3537957736286
"addition",5.763466,2.89,395,361,"Preposition",45,8,825.17765472036,14.3367994435734,11.9931669019896,12.1868195533752,2.17155421069377,7.54044885933399,0.851936086664384
"additional",9,2.43,300,274,"Adjective",67,10,564.180774758398,14.2518169937234,11.21950059668,12.6872808933258,3.91616358531841,9.0229611992836,0.421539537800936
"address",5.15,3.89,2666,1688,"Noun",46,7,1648.66227249174,13.634750461997,10.5314426437329,11.1989318728447,2.2974505679869,6.78060987591743,0.545752973493837
"adept",12.5,2.23,33,31,"Adjective",37,5,45.1423495252851,12.675150052413,7.94474501674725,9.66264635324478,1.17729341519683,6.62413981556892,0.957571582249661
"adequate",10.35,1.97,132,111,"Adjective",58,8,311.220509130054,14.4982985428097,11.8844429119279,12.2930100560188,4.08748646776493,8.31141883134842,1.35580481036078
"adhere",10.78,2.62,29,29,"Verb",41,6,151.151993291382,14.2771277087917,10.6749641712511,12.0711212158203,3.25990030885911,8.66349017620087,1.62520790700717
"adherence",12.22,1.5,9,9,"Noun",63,9,54.4482581833121,14.2054392468886,11.4969301594782,12.3131174445152,2.67457538239737,8.20772784948349,0.594434690311524
"adherent",14.17,2.45,3,3,"Noun",51,8,72.1760996922145,13.8590861914851,9.94623976427298,11.1128545403481,2.82204241647464,7.25339163839817,1.79918239310597
"adjacent",11.05,3.63,68,59,"Adjective",68,8,126.869438199526,14.0223191548057,11.6757861618113,12.9577534794807,3.11558732288931,8.29008513689041,0.924680457545401
"adjective",8.6,2.43,25,21,"Noun",55,9,46.3286708139732,14.4537830431065,10.7304608813055,12.5888502597809,6.10154763065659,9.53772011399269,3.30707194512649
"adjourn",12.59,2.54,66,55,"Verb",54,7,106.690159683057,14.2683214943671,9.67840017399418,13.0274629592896,3.9148740036915,8.55985914170742,1.6203549381036
"adjunct",13.06,2.19,7,6,"Noun",59,7,28.0837825429229,11.6338367299202,9.13138184804953,8.8360900580883,0.50094262511206,4.72527942806482,0.18452380952381
"adjust",8.43,2.93,287,248,"Verb",45,6,373.430296021442,13.2256181050214,10.2765558626084,11.7389406561852,1.84667865310328,4.74337453395128,0.146312780431321
"adjustment",9.74,2.81,158,129,"Noun",63,10,193.034173870186,13.5319530674884,11.4078601491003,10.9748567938805,1.03766745997354,7.50928109884262,0.492027641095964
"administer",9.42,2.53,85,81,"Verb",68,10,293.004948750319,14.0907049055869,10.4364193025236,12.099169075489,2.3647961079991,7.20908322930336,0.622202504190082
"administration",11.11,2.78,387,286,"Noun",76,14,1332.18678944401,13.9623238495307,11.8929219960527,12.4478253126144,3.47935777530706,7.78270813822746,1.19201110640915
"administrator",12.22,3.89,84,68,"Noun",83,13,167.184758570602,13.6835330026573,10.8570364326051,10.1359881460667,1.60833874098288,8.45036205649376,0.615747470742846
"admirable",11.42,1.81,133,128,"Adjective",52,9,245.447784631824,13.189927400448,10.2393313950193,10.760296523571,1.17203879790301,7.45538026094437,0.376072167997634
"admiration",8.95,1.86,107,99,"Noun",57,10,486.776979635275,14.5481287633931,10.3331753824625,13.1979684829712,3.73563801959983,7.66374909877777,0.927142133449124
"admire",7.42,2.04,722,597,"Verb",37,6,576.309912937975,14.413555912981,11.2243851193602,13.1220765113831,3.31033055443297,7.68790146708488,0.606346794036764
"admirer",8.78,2.93,151,124,"Noun",51,7,143.353444275013,14.0924126747842,11.2448623584251,12.4180217385292,2.36973165955215,6.83440208435059,0.336160458633037
"admission",8.84,2.83,181,164,"Noun",55,9,317.253086999299,14.1346086406228,11.4555571226707,12.1458069682121,1.99996018153063,7.06177896261215,0.481859410430839
"admit",7.56,2.32,3019,2125,"Verb",38,5,1875.81465608298,13.306810339499,9.55849347041302,10.2385299801826,2.3343326433725,7.57452018558979,0.639110716750468
"admittance",10.39,2.26,34,25,"Noun",65,10,39.0876417581982,12.6185355256143,9.05760754165984,9.7820625603199,1.1656613064753,7.0213238298893,0.302459445316588
"adopt",7.83,2.36,238,184,"Verb",37,5,1156.79395590123,14.3080250299665,11.7102045901977,12.8836169838905,4.57824824663646,7.92333419620991,1.02436281672624
"adoption",7.79,3.03,239,140,"Noun",50,8,237.768196365499,14.1802946387723,11.648302924519,11.577040374279,2.56579815315884,8.70958712697029,1.04975189358766
"adoration",11.8,2.19,30,25,"Noun",52,9,58.0824037657637,14.1957344733779,10.2082775793155,11.3223602771759,1.90003781734322,6.83413363993168,0.399139905731025
"adore",7.95,2.34,394,294,"Verb",36,5,159.838145786002,13.8632211930694,10.7188405747447,11.3136012852192,2.46480601074987,6.600650485605,0.767384119852073
"adorn",11.65,2.38,8,8,"Verb",37,5,203.294259529004,14.4801317283665,10.7183944065446,13.3469920754433,3.76592394557224,10.1060561537743,1.38995924415978
"adrift",11.21,2.71,51,44,"Adjective",48,6,39.3559229388833,13.4402614664186,8.77483174787332,10.2193359434605,2.08023158817327,7.32220786437392,1.37379131998578
"adult",4.68,4.4,729,573,"Noun",37,5,447.213631673606,13.405147596471,9.96945599669253,12.6859833598137,3.42851087788046,6.55110661685467,0.926820213690836
"adultery",11.84,2.79,99,72,"Noun",59,8,37.3788276348247,14.5608482717574,10.8134316443219,12.5633553862572,2.82888752723332,9.86871191859245,2.39866176942583
"advance",8.35,2.57,815,654,"Noun",48,7,1696.84317452471,12.5879697759748,8.64737041728918,10.8555620908737,2.00839232089641,4.23258070647717,0.169439514936409
"advanced",9.05,1.83,451,359,"Adjective",53,8,372.885968229531,12.533008772568,9.49070945349026,10.541949659586,1.41005807906034,5.27239068597555,0.482289419148824
"advancement",10.89,2.1,63,58,"Noun",74,11,142.429094908879,14.1528613509303,11.0198105373119,11.2958044409752,2.95218049395581,8.68007224798203,0.993713816228038
"advantage",9.32,2,1125,918,"Noun",67,9,1483.4632758959,14.3174330787091,11.7630976271351,12.4387988448143,3.30576751640312,8.42245718836784,0.487060041407868
"advantageous",12.62,2.07,20,20,"Adjective",92,12,79.2483525609947,13.9500421332147,10.7289718883726,11.7203260660172,1.98565949371336,7.6580029129982,0.633259548037531
"advent",10.38,2.48,24,18,"Noun",39,6,76.320020657883,12.8596023002259,8.27749255685413,10.4899120926857,1.80781902754338,3.99821026436985,0.877536336767208
"adventure",5.67,2.59,685,466,"Noun",50,9,556.100206392038,14.0109085829,10.3542846760916,13.2131668925285,4.40165475313706,6.87672579288483,0.422444154966951
"adventurer",7.79,3.73,37,32,"Noun",59,10,129.803557364885,13.70030115796,9.1358961372546,11.6717827916145,1.85091108435819,6.34536330401897,0.474069464500298
"adventurous",10,1.95,62,56,"Adjective",71,11,78.6970969159025,13.2004435007806,9.2592011945473,11.8357681632042,2.25021296211708,5.42555100657046,0.465260494441679
"adversary",12.67,2.93,77,67,"Noun",71,9,129.772149743714,13.8234609203806,10.1702286182351,12.0174769759178,2.28723565323315,7.72316274046898,0.839013351815651
"adverse",10.72,2.23,36,34,"Adjective",44,7,113.295052813024,13.7128890052522,10.7274220443934,10.5767275989056,1.35666294466747,7.5297814309597,0.425722277810292
"adversity",11.79,1.44,54,48,"Noun",59,9,63.1252624532246,13.6524467589651,10.3304584220096,10.7408786416054,1.86514142821134,5.60099367424846,1.20356901625899
"advertise",9.63,2.81,84,80,"Verb",52,9,129.249714768401,13.5196986070056,9.28029281681714,11.7752702236176,3.35827891199617,8.40841871500015,1.68051718141712
"advertisement",7.67,3.77,61,52,"Noun",86,13,144.512115034143,14.1100057007848,8.93364524693904,12.3491841554642,3.96320800944641,9.72892212867737,1.34444801350829
"advice",8.61,2.73,2447,1679,"Noun",42,6,711.67085372435,14.1582776020912,11.805112069587,12.546926677227,2.72795149673295,6.63102756440639,0.166720943696628
"advise",8.89,2.03,622,499,"Verb",39,6,529.341206522742,14.2175154064509,11.467920918731,12.3970657587051,3.24128734243422,8.21219269931316,0.418421623968737
"adviser",10.78,3.67,53,45,"Noun",42,7,218.967424114601,13.5027925484902,11.3366507115331,11.6215264201164,2.32085438506512,7.21498483419418,0.578870889033437
"advocate",11.11,2.72,113,96,"Noun",53,8,478.112828874203,14.4381840502475,12.1856704882233,12.2804648280144,2.80331021388414,8.27322766184807,0.776064652819528
"aerial",11.5,3.04,129,97,"Noun",37,6,74.9146515436508,10.9179622753654,8.39880936074094,9.9286952316761,0.999014102506846,5.20254024863243,0.290020263424519
"afar",8.214576,2.52,59,52,"Adverb",37,4,119.134464223417,13.820164440425,10.3744088859466,11.6842237710953,1.63383780872933,7.68506124615669,0.310971709209467
"affable",13.4,1.7,6,5,"Adjective",51,7,36.8052249612146,13.8876464913276,10.2000288563136,11.7388580441475,2.89998074045852,9.53847992420197,0.890546376372992
"affair",10.94,2.45,1502,834,"Noun",47,6,1647.6399037094,13.732147792611,10.9604864194125,12.2792117595673,3.18823990898697,5.22260239161551,0.470655863892946
"affect",9.6,1.93,568,482,"Verb",49,6,1081.0725863829,13.9339365531095,11.3003827307601,10.9702622890472,2.60136293196806,6.50119404494762,0.747012443820954
"affectation",13.82,1.96,7,7,"Noun",68,11,70.177366024737,14.2027330513304,11.0849575260777,12.1543231606483,1.95127430380128,9.19733536243439,0.908264477545566
"affection",8.53,2.22,431,334,"Noun",50,9,927.694978445389,14.5684494723641,11.403103367644,12.8103564381599,4.75686073247049,8.05998603999615,1.66041735768034
"affectionate",8.5,2.28,115,95,"Adjective",89,12,226.857565206247,14.4091444972874,11.2138475740771,12.5217624902725,4.35591473759942,7.37787172198296,1.33940281248515
"affidavit",15.69,4,100,64,"Noun",90,9,47.0516222884883,14.0376426369998,11.3661275455252,12.5936396718025,2.98104610860718,8.84524029493332,1.05801144162519
"affirm",12.24,1.96,17,14,"Verb",46,6,197.812740459683,13.9515695080956,11.0123177461136,11.0067228674889,2.16289688315967,7.55120500922203,1.22578367259218
"affirmation",12.56,2.12,27,25,"Noun",60,11,33.0835589108079,13.6365428225561,10.565204110343,9.83890400826931,1.08299858133745,7.75035315752029,0.637268253529652
"affix",11.94,2.44,6,6,"Verb",48,5,50.4941617896516,12.8989348402327,9.1179391457632,11.6004554629326,2.30377591350421,8.01102650165558,0.533635310990934
"afflict",11.5,2.14,4,3,"Verb",55,7,146.644495210022,14.4153615408329,11.4560794987029,13.1088064312935,4.34165008775283,9.0326165407896,1.87339604713508
"affliction",11.32,2.27,60,53,"Noun",53,10,126.679253075168,14.2699997635235,10.447696607416,11.7833925485611,4.17978504766175,9.40545034408569,1.73583697121296
"affluence",13.88,2.15,7,6,"Noun",68,9,33.974265190173,13.2976756742808,9.49186478226851,10.961465716362,1.52637162845964,6.66433863341808,0.441711189563707
"affluent",13.16,1.83,15,12,"Adjective",65,8,43.0757305429108,11.7825097353416,6.96887966985379,9.17263031005859,1.05038563720195,5.63880749791861,0.778265709422578
"afford",7.47,1.83,2266,1650,"Verb",48,6,1173.74140251189,13.3586326475688,9.75599858653449,9.81381958723068,2.60661593433997,5.46811136603355,1.07576521526437
"affront",12.44,1.83,30,27,"Noun",55,7,49.5409236586436,14.2006667245786,10.9819180644768,10.9587171077728,2.25350044707968,8.91002103686333,0.569666272306024
"afloat",9.33,3.34,85,73,"Adjective",49,6,65.91250603583,13.7570020339956,8.00184343240253,10.3778947591782,3.2227340370491,7.84317301213741,1.46490658327842
"afoot",11.475618,2.48,52,47,"Adverb",39,5,39.1288976151416,9.92289378141458,6.57455190520189,8.41389612108469,1.42370413844433,4.44701864384115,0.813602774530502
